*********************************************************************************************
Basic information of the design:
5151 _23800_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5152 _23801_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5153 _23802_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5154 _23803_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5155 _23804_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5156 _23805_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5157 _23806_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5158 _23807_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5159 _23808_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5160 _23809_ INVx2_ASAP7_75t_R False False False -1 -1 216 270 
5161 _23810_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5162 _23811_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5163 _23812_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5164 _23813_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5165 _23814_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5166 _23815_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5167 _23816_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5168 _23817_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5169 _23818_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5170 _23819_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5171 _23820_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
5172 _23821_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
5173 _23822_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5174 _23823_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5175 _23824_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5176 _23825_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5177 _23826_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
5178 _23827_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5179 _23828_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
5180 _23829_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5181 _23830_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5182 _23831_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5183 _23832_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5184 _23833_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5185 _23834_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5186 _23835_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5187 _23836_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5188 _23837_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5189 _23838_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5190 _23839_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5191 _23840_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5192 _23841_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5193 _23842_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5194 _23843_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
5195 _23844_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5196 _23845_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5197 _23846_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5198 _23847_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5199 _23848_ OAI21x1_ASAP7_75t_R False False False -1 -1 432 270 
5200 _23849_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5201 _23850_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5202 _23851_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5203 _23852_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5204 _23853_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5205 _23854_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5206 _23855_ AND5x1_ASAP7_75t_R False False False -1 -1 432 270 
5207 _23856_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5208 _23857_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5209 _23858_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5210 _23859_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5211 _23860_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
5212 _23861_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
5213 _23862_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5214 _23863_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5215 _23864_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5216 _23865_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5217 _23866_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5218 _23867_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5219 _23868_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5220 _23869_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5221 _23870_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
5222 _23871_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5223 _23872_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5224 _23873_ OA31x2_ASAP7_75t_R False False False -1 -1 810 270 
5225 _23874_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5226 _23875_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
5227 _23876_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5228 _23877_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5229 _23878_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5230 _23879_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
5231 _23880_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5232 _23881_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5233 _23882_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5234 _23883_ AOI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5235 _23884_ AND4x1_ASAP7_75t_R False False False -1 -1 378 270 
5236 _23885_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5237 _23886_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5238 _23887_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5239 _23888_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5240 _23889_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5241 _23890_ AND4x1_ASAP7_75t_R False False False -1 -1 378 270 
5242 _23891_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5243 _23892_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5244 _23893_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5245 _23894_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5246 _23895_ OA222x2_ASAP7_75t_R False False False -1 -1 648 270 
5247 _23896_ AND4x1_ASAP7_75t_R False False False -1 -1 378 270 
5248 _23897_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5249 _23898_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5250 _23899_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5251 _23900_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5252 _23901_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5253 _23902_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5254 _23903_ AOI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5255 _23904_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5256 _23905_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5257 _23906_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5258 _23907_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5259 _23908_ OA22x2_ASAP7_75t_R False False False -1 -1 540 270 
5260 _23909_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5261 _23910_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5262 _23911_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5263 _23912_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5264 _23913_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5265 _23914_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5266 _23915_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5267 _23916_ AND4x1_ASAP7_75t_R False False False -1 -1 378 270 
5268 _23917_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5269 _23918_ NAND3x1_ASAP7_75t_R False False False -1 -1 594 270 
5270 _23919_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5271 _23920_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5272 _23921_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5273 _23922_ AND4x1_ASAP7_75t_R False False False -1 -1 378 270 
5274 _23923_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5275 _23924_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
5276 _23925_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5277 _23926_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5278 _23927_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5279 _23928_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5280 _23929_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5281 _23930_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5282 _23931_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
5283 _23932_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5284 _23933_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5285 _23934_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
5286 _23935_ AOI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5287 _23936_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5288 _23937_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5289 _23938_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5290 _23939_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5291 _23940_ OR4x1_ASAP7_75t_R False False False -1 -1 378 270 
5292 _23941_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5293 _23942_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5294 _23943_ NAND3x1_ASAP7_75t_R False False False -1 -1 594 270 
5295 _23944_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5296 _23945_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5297 _23946_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5298 _23947_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5299 _23948_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5300 _23949_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5301 _23950_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5302 _23951_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5303 _23952_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5304 _23953_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5305 _23954_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5306 _23955_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5307 _23956_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
5308 _23957_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5309 _23958_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5310 _23959_ AND5x1_ASAP7_75t_R False False False -1 -1 432 270 
5311 _23960_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5312 _23961_ OA222x2_ASAP7_75t_R False False False -1 -1 648 270 
5313 _23962_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5314 _23963_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5315 _23964_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5316 _23965_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5317 _23966_ OA22x2_ASAP7_75t_R False False False -1 -1 540 270 
5318 _23967_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5319 _23968_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
5320 _23969_ AND4x1_ASAP7_75t_R False False False -1 -1 378 270 
5321 _23970_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5322 _23971_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5323 _23972_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5324 _23973_ OA22x2_ASAP7_75t_R False False False -1 -1 540 270 
5325 _23974_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5326 _23975_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5327 _23976_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5328 _23977_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5329 _23978_ OA22x2_ASAP7_75t_R False False False -1 -1 540 270 
5330 _23979_ AND5x1_ASAP7_75t_R False False False -1 -1 432 270 
5331 _23980_ AOI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5332 _23981_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5333 _23982_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5334 _23983_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5335 _23984_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5336 _23985_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5337 _23986_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5338 _23987_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5339 _23988_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5340 _23989_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
5341 _23990_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
5342 _23991_ NAND3x1_ASAP7_75t_R False False False -1 -1 594 270 
5343 _23992_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
5344 _23993_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5345 _23994_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5346 _23995_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5347 _23996_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5348 _23997_ AND4x1_ASAP7_75t_R False False False -1 -1 378 270 
5349 _23998_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5350 _23999_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5351 _24000_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
5352 _24001_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5353 _24002_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5354 _24003_ AOI21x1_ASAP7_75t_R False False False -1 -1 432 270 
5355 _24004_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5356 _24005_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5357 _24006_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5358 _24007_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5359 _24008_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5360 _24009_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5361 _24010_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5362 _24011_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5363 _24012_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5364 _24013_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5365 _24014_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5366 _24015_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5367 _24016_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5368 _24017_ AOI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5369 _24018_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5370 _24019_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5371 _24020_ OA22x2_ASAP7_75t_R False False False -1 -1 540 270 
5372 _24021_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
5373 _24022_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5374 _24023_ OR4x1_ASAP7_75t_R False False False -1 -1 378 270 
5375 _24024_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5376 _24025_ OA22x2_ASAP7_75t_R False False False -1 -1 540 270 
5377 _24026_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
5378 _24027_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
5379 _24028_ AOI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5380 _24029_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5381 _24030_ OR4x1_ASAP7_75t_R False False False -1 -1 378 270 
5382 _24031_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
5383 _24032_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
5384 _24033_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
5385 _24034_ OR4x1_ASAP7_75t_R False False False -1 -1 378 270 
5386 _24035_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5387 _24036_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5388 _24037_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5389 _24038_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
5390 _24039_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5391 _24040_ OAI21x1_ASAP7_75t_R False False False -1 -1 432 270 
5392 _24041_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
5393 _24042_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5394 _24043_ NAND3x1_ASAP7_75t_R False False False -1 -1 594 270 
5395 _24044_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5396 _24045_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5397 _24046_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5398 _24047_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5399 _24048_ AND5x1_ASAP7_75t_R False False False -1 -1 432 270 
5400 _24049_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5401 _24050_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
5402 _24051_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5403 _24052_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5404 _24053_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5405 _24054_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
5406 _24055_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5407 _24056_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5408 _24057_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5409 _24058_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5410 _24059_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5411 _24060_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5412 _24061_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5413 _24062_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5414 _24063_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
5415 _24064_ OR5x1_ASAP7_75t_R False False False -1 -1 432 270 
5416 _24065_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5417 _24066_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5418 _24067_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5419 _24068_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5420 _24069_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5421 _24070_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5422 _24071_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
5423 _24072_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5424 _24073_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5425 _24074_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5426 _24075_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5427 _24076_ OAI21x1_ASAP7_75t_R False False False -1 -1 432 270 
5428 _24077_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5429 _24078_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5430 _24079_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5431 _24080_ AO32x1_ASAP7_75t_R False False False -1 -1 432 270 
5432 _24081_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5433 _24082_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5434 _24083_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5435 _24084_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
5436 _24085_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
5437 _24086_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
5438 _24087_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
5439 _24088_ OA211x2_ASAP7_75t_R False False False -1 -1 432 270 
5440 _24089_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5441 _24090_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
5442 _24091_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5443 _24092_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
5444 _24093_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5445 _24094_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5446 _24095_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5447 _24096_ OAI21x1_ASAP7_75t_R False False False -1 -1 432 270 
5448 _24097_ OR2x2_ASAP7_75t_R False False False -1 -1 324 270 
5449 _24098_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5450 _24099_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5451 _24100_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5452 _24101_ OAI21x1_ASAP7_75t_R False False False -1 -1 432 270 
5453 _24102_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5454 _24103_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5455 _24104_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5456 _24105_ OR4x1_ASAP7_75t_R False False False -1 -1 378 270 
5457 _24106_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5458 _24107_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5459 _24108_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5460 _24109_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5461 _24110_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5462 _24111_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5463 _24112_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5464 _24113_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5465 _24114_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5466 _24115_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5467 _24116_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5468 _24117_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
5469 _24118_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5470 _24119_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5471 _24120_ OA222x2_ASAP7_75t_R False False False -1 -1 648 270 
5472 _24121_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5473 _24122_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
5474 _24123_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5475 _24124_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5476 _24125_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
5477 _24126_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5478 _24127_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5479 _24128_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5480 _24129_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5481 _24130_ AND4x1_ASAP7_75t_R False False False -1 -1 378 270 
5482 _24131_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5483 _24132_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5484 _24133_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5485 _24134_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5486 _24135_ AO221x1_ASAP7_75t_R False False False -1 -1 540 270 
5487 _24136_ OR5x1_ASAP7_75t_R False False False -1 -1 432 270 
5488 _24137_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5489 _24138_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5490 _24139_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5491 _24140_ AND3x1_ASAP7_75t_R False False False -1 -1 324 270 
5492 _24141_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5493 _24142_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5494 _24143_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5495 _24144_ AO22x1_ASAP7_75t_R False False False -1 -1 486 270 
5496 _24145_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5497 _24146_ OA222x2_ASAP7_75t_R False False False -1 -1 648 270 
5498 _24147_ INVx1_ASAP7_75t_R False False False -1 -1 162 270 
5499 _24148_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5500 _24149_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5501 _24150_ NOR2x1_ASAP7_75t_R False False False -1 -1 324 270 
5502 _24151_ OAI22x1_ASAP7_75t_R False False False -1 -1 540 270 
5503 _24152_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
5504 _24153_ OR4x1_ASAP7_75t_R False False False -1 -1 378 270 
5505 _24154_ AND2x2_ASAP7_75t_R False False False -1 -1 324 270 
5506 _24155_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5507 _24156_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
5508 _24157_ OA21x2_ASAP7_75t_R False False False -1 -1 378 270 
5509 _24158_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5510 _24159_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5511 _24160_ OR4x1_ASAP7_75t_R False False False -1 -1 378 270 
5512 _24161_ OR3x1_ASAP7_75t_R False False False -1 -1 324 270 
5513 _24162_ AND4x1_ASAP7_75t_R False False False -1 -1 378 270 
5514 _24163_ BUFx2_ASAP7_75t_R False False False -1 -1 270 270 
5515 _24164_ AO21x1_ASAP7_75t_R False False False -1 -1 324 270 
5516 _24165_ NAND2x1_ASAP7_75t_R False False False -1 -1 324 270 
